"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Sep 05","2017","Wrangler","Tipm Failure","50,000 miles","9/4/17 while driving home, I noticed I could not control the radio with the steering wheel controls, no big deal."
"Jul 14","2016","Wrangler Sport 3.6L","Tipm Failure","40,000 miles","2012 Jeep Wrangler with 40000 miles. Started overheating. Had towed to dealer. Dealer diagnosed bad fan and fan mod. $1000."
"Oct 03","2016","Wrangler Rubicon 3.6L","Tipm Failure","39,850 miles","This all started when I had the Calibration done for the larger tires. The transmission acted like it was not going into the proper gear while driving, a week or so later the A/C unit would shut off for a few seconds and come back on. Still had the transmission problems not shifting correctly, Then the wiper motor would come on intermittently (Transmission, A/C and Wiper Motor not working Correctly)."
"Dec 15","2016","Wrangler JK 3.2L V6","Tipm Failure","42,000 miles","A few months ago, our fob would only unlock the driver side door. After getting in, all other doors need to be unlocked manually (the door button doesn't do anything). I finally brought it into my mechanic and he diagnosed it as the TIPM and said it would be about $1100 to fix. In addition to this, I apparently need a brake fluid flush, new lug nut bolt (since one rusted and fell of), and new rear brakes. I'm baffled as to why a vehicle with only 43,000 miles on it would have these issues. The next time someone asks me if I like my Jeep, I don't think I can tell them yes - especially after hearing other peoples TIPM issues..."
"Mar 01","2017","Wrangler Sport 3.6L","Tipm Failure","94,448 miles","Starter runs on after engine is running when it's cold ."
"Jan 01","2015","Wrangler Sport 3.6L","Tipm Failure","46,603 miles","No wipers, no fog lights, no radio, no abs, no traction control, no cruise control."
"Feb 01","2017","Wrangler Rubicon 3.6L V6","Tipm Failure","83,614 miles","The washer fluid stopped spraying, and the power door locks are not working for now. Middle of winter I'd rather hook a Supersoaker up to it and lock the doors manually than pay $1100 rro a  part."
"Jan 18","2017","Wrangler Unlimited 3.6L V6","Tipm Failure","60,684 miles","This jeep has been great until we found out that they have TIPM problems. Almost completely wrecked out ride. Not to mention the stress of the death wobbles and never knowing what it's going to drive like today. It's costing us over $3000 to fix it! I really wish Jeep would do something for this make and model to help us out!"
"Jun 10","2016","Wrangler Unlimited Rubicon","Tipm Failure","55,000 miles","Jeep went haywire. Went into limp mode. Away bar wouldn't disconnect or reconnect if disconnected. Loss of power. Intermittent air conditioner failure. Stalling while idle. Stalling while driving. Dealing with the dealer was a complete joke. They had the jeep for 3 weeks and didn't do anything until I showed up ranting and screaming to finish. Wondering if they even replaced the tipm they charged me for."
"Sep 09","2016","Wrangler X 3.6L V6","Tipm Failure","35,000 miles","The TIPM is an on going issue with Jeep and Chrysler vehicles. Most of the jeep vehicles in 2012 were recalled due to the TIPM issues but not the wrangler. I got in my jeep and everything was fine until I turned the key. ALL the lights on my dash stated flashing but would not do anything else. This happed after 4 years and 35K miles. I have open a case with Jeep customer care and now awaiting a case worker to call me. I dont expect them to do much of anything because I am out of the basic warranty. However if enough people call about this issue maybe they will finally acknowledge the issue is also with the Wrangler ."
