"pdate","pdate 2","marka","cheader","cheader 2","comments"
"Mar 02","2016","Forester","High Oil Consumption","40,000 miles","Check oil light started coming on a month after getting the oil changed at dealer. All service has been done at the dealer. First thought the dealer was not filling Oil level enough, I live about 20 miles from the dealer so I topped off the oil myself. This happened two more times. I then had my wife bring into the dealer. They Topped off for free but said that it pretty normal. We noticed this has happened to many other Forester owners and Now feel like we may have a more serious issue."
"Mar 01","2017","Forester 2.5I","High Oil Consumption","51,450 miles","check engine light on"
"Oct 16","2016","Forester Limited 2.5i","High Oil Consumption","46,000 miles","In 2014 I purchased a Forester Limited very well equipped because my daughter has purchased an early 2014 Forester Premium very well equipped. After we got the car we realized that it was not very sound proof and that road and wind noise was more than we expected. In addition, we paid a hefty sum for the navigation system that we quit using because it sent us to strange places, sometimes on the other side of town. It also did not have major highways shown on the map. Too often it showed us driving through uncharted land. When my daughter stopped by and told me she had an engine oil light on, I checked her oil and it was down 1 quart. I told her she needed to check it out with the Subaru dealer. The next day I received the letter in the mail about the class action lawsuit on the poorly designed motor. I read the letter that claimed Subaru knew of the design defect in their motors and, essentially they would be punished if the judge accepted the settlement. That is essentially, they will extend the warranty on motor, etc. on effected cars to 100,000. Sounds fair, but unfortunately, the definition and determination was to be left up to the dealers to follow Subaru Guidelines if they wanted to be paid for work. In jest, I told my wife that they will be doing oil consumption tests and will be overfilling the oil. So, I asked my daughter to stop by after the dealer said she needed to do an oil consumption test - and they changed the oil. She stopped by - what do you think I found after 4-5 checks of oil level. The oil was overfilled by a little more than 1/2 quart. Obviously, when she returned to the dealership after 2000 miles (or was it 1500) she was told that its oil consumption was not a problem. My daughter unloaded on the dealership. Strange, but the bought the 100,000 mile warranty when they bought the car."
"Mar 15","2015","Forester Limited","High Oil Consumption","22,000 miles","The oil light came on, I immediately took it to the dealer. The dealer filled it up again and do the consumption test. I went back to the dealer after 1200 and the test was negative. About a year later the oil light came on again. Took it back to dealer and did the consumption test again. Went back to the dealer and the test was negative again. Five months later the oil light came on again. I called Subaru America but they won't do anything. They told me that I have to deal with the dealer. So I took it to the dealer and they replaced the oil level sensor."
"Oct 09","2015","Forester","High Oil Consumption","92,000 miles","This is my second Subaru. The first was an Impreza and I like the brand because I go into the mountains for hiking and skiing. I noticed the engine was running rough. I checked the dip stick and it was dry. I added 1 qt. of oil, ran the engine and checked the dipstick again. It was a still dry. I added a 2nd qt. of oil, ran the engine and checked the dipstick. There was oil at the bottom of the dipstick, below the oil markers. Not believing what was happening made sense I bought another qt. of oil and drove off."
"May 01","2015","Forester 2.5L","High Oil Consumption","20,000 miles","This car is mainly for around town with some trips. I have a second car for all my short around town driving. The oil light came on and I checked the oil.....nearly 2 qts low!"
"Jul 01","2014","Forester Limited 2.5L","High Oil Consumption","16,000 miles","I WAS WARNED-NOT TO BUY A CVT EQUIPPED CAR, BUT STILL GIVEN POSITIVE REMARKS BY OTHERS ABOUT SUBARUS IN GENERAL-WE HAD A 2003 FORESTER WHICH HAD A DYING TRANSMISSION BY 115K MI APPROX., BUT I GUESS THE PRICE POINTS WHEN WE WERE LOOKING AT CRV/RAV MADE US SHOOT INTO THE LOCAL SUBARU DEALER, AND WAIT ALMOST A MONTH FOR THE CAR, A LIMITED."
"Feb 11","2015","Forester Premium 2.5L","High Oil Consumption","20,000 miles","At approximately 20,000 miles, the low oil warning light came on while driving. Got the car home and checked the oil and it barely registered on the dipstick. Added a quart and that brought the level back to the normal operating mark on dipstick. It had only been 4,000 miles since my previous oil change. I had changed the oil at 16K and used Valvoline Synthetic 00W-20 as specified and replaced the oil filter with a Bosch filter."
"Apr 18","2014","Forester 2.5i Premium 2.5L","High Oil Consumption","2,000 miles","I bought my High Oil Consumption 2014 Forester in March of 2014. Subaru replaced the short block in September of 2014 for excessive oil consumption, about 1 quart in 2000 miles. With the new short block the car is worse. It now burns 1 quart in 1300 miles. Waiting to hear back from Subaru. I donâ€™t think Subaru really has a fix for this. Is anyone out there actually going the recommended change interval without having to add oil?"
"Jul 02","2013","Forester 2.5L $ cyl","High Oil Consumption","11,500 miles","I leased Subaru Forester 2014 in July 2013. The Engine Oil warning lamp is on when the car has 2,600 mileage. Drove to dealer, dealer refill engine oil, about another 2,000 miles, engine oil low again."
